"date","tavg_cincy","tmin_cincy","tmax_cincy","prcp_cincy","snow_cincy","wspd_cincy","pres_cincy","tavg_columbus","tmin_columbus","tmax_columbus","wspd_columbus","pres_columbus","prcp_columbus","tavg_cleveland","tmin_cleveland","tmax_cleveland","prcp_cleveland","snow_cleveland","wspd_cleveland","pres_cleveland"
2021-06-08,23.8,20.9,27,0.5,0,9.4,1017.6,23.1,19.9,27.9,7,1018.8,3.7,24.6,22.7,27.7,0,0,8.6,1017
2021-06-09,22.6,21.4,25.3,9.7,0,11.2,1016.6,20.7,19.9,21.9,5.9,1018.7,31.9,24.5,22.7,26.6,0.8,0,8.7,1017.4
2021-06-10,24.1,22,28.6,0.5,0,5.8,1012.9,22.4,19.9,26.9,5.6,1013.9,3.3,23.9,22.1,26.6,2.6,0,10.3,1014.1
2021-06-11,24.6,21.4,30.3,7.4,0,6.1,1009.3,22.5,19.9,26.9,5.2,1010.1,5.4,23,21.6,25.5,0,0,12.1,1009.8
2021-06-12,25.4,19.2,33.6,0,0,6.1,1009.7,23.8,17.9,29.9,6.3,1010.8,0.8,21.2,19.3,23.2,0,0,8.7,1010.2
2021-06-13,27.1,20.9,32.5,0,0,10.4,1010.9,24.3,18.9,29.9,8.8,1011.8,5.8,23.6,20.5,26,2,0,8.2,1010.9
2021-06-14,25.6,15.3,32.5,0,0,16.9,1011.3,22.3,14.9,29.9,11.5,1011.8,0,21.3,19.9,23.2,3.3,0,13.6,1010.6
2021-06-15,22.6,14.2,28.1,0,0,13,1015.1,19.5,12.9,24.9,11.3,1015.3,0,20.1,17.7,22.7,0,0,21.2,1014.3
2021-06-16,22.1,17,27,0,0,10.1,1017,17.4,9.9,23.9,8.5,1018.2,0,18.6,16.6,21,0,0,12.7,1017.6
2021-06-17,22.8,15.9,29.2,0,0,10.1,1016.2,19.2,9.9,26.9,7.4,1017.8,0,20.9,13.8,26,0,0,11.1,1016.2
2021-06-18,24.1,18.1,31.4,25.1,0,20.2,1012.8,21.4,15.9,27.9,11.6,1014.2,8,23.8,19.9,27.7,5.8,0,25.7,1010.5
2021-06-19,22.4,18.6,28.1,69.3,0,14.4,1012.1,21.5,17.9,25.9,14.6,1012.2,56.3,23.5,22.1,26,0,0,14.8,1008.8
2021-06-20,25.7,21.4,30.9,0,0,13.7,1008,24.8,19.9,29.9,10.1,1009.3,8.4,25.3,22.7,28.2,9.4,0,12.5,1006.2
2021-06-21,25.6,18.1,28.6,0.5,0,16.9,1005.4,23.4,16.9,27.9,16.9,1005.9,13.6,23.1,20.5,28.2,16.5,0,24.2,1002.5
2021-06-22,18.4,12.5,22,0,0,12.6,1014.6,16.5,10.9,19.9,11.3,1014.7,0.1,16.2,13.8,19.3,0,0,17.5,1013.6
2021-06-23,18.3,10.9,24.7,0,0,14.4,1020.6,16.4,8.9,22.9,7.8,1021.8,0,20,14.3,24.3,0,0,13.6,1020.3
2021-06-24,22.2,15.3,28.6,0,0,14.8,1019.8,20.9,12.9,27.9,10.8,1021.5,0,24.7,18.8,30.5,0,0,21.5,1020.1
2021-06-25,24.7,22.5,28.6,0.3,0,20.2,1017.3,23.1,18.9,26.9,12.4,1019.7,0,24.8,22.7,26.6,13.7,0,22.2,1017.2
2021-06-26,25.6,22,30.3,0,0,18,1016.5,24.5,19.9,29.9,11.8,1018.7,0,27.9,24.3,31,0,0,26.4,1014.7
2021-06-27,26.4,21.4,32,0,0,16.2,1017.3,25.3,19.9,30.9,11.6,1019.2,0,28.1,25.5,32.1,3.6,0,24.7,1015.8
2021-06-28,27.5,22,33.6,0,0,11.2,1020.7,24.7,20.9,29.9,6.6,1022.3,1.9,27.9,25.5,31,1.8,0,12.2,1020.2
2021-06-29,28.7,23.1,35.3,15,0,4.3,1021.1,26.3,20.9,31.9,7.1,1022.5,0.5,27.2,23.8,31,0.3,0,11.9,1021
2021-06-30,25.5,20.3,29.2,40.4,0,8.6,1018.9,24.1,20.9,29.9,9.3,1019.5,13.1,24.4,22.7,27.1,8.4,0,13.3,1017.4
2021-07-01,22.7,18.6,26.4,13.2,0,7.2,1013.6,20.5,16.9,21.9,6.7,1014.3,60.4,22.8,19.9,24.9,0,0,16.4,1012.7
2021-07-02,21.3,14.7,24.7,0,0,15.1,1014.3,18.1,14.9,21.9,11.5,1014.7,0,19.8,17.7,22.7,0,0,27.1,1013.2
2021-07-03,20.6,14.2,27,0,0,11.9,1015.2,18.8,11.9,24.9,9.9,1015.3,0,21.3,18.8,23.8,0,0,16.7,1012.9
2021-07-04,24.2,19.2,31.4,0,0,14.4,1014.2,23.1,17.9,29.9,9.5,1014.2,0.1,23.7,20.5,26.6,0,0,9.4,1011.8
2021-07-05,26.6,20.3,32.5,0,0,5.4,1016.7,24.6,18.9,30.9,6.8,1017.5,0.6,28,23.8,33.8,0,0,16,1014.4
2021-07-06,27.5,22,32.5,0,0,4.7,1017.5,25.5,19.9,30.9,8,1018.4,0,28.3,24.9,30.5,0,0,17.9,1015.2
2021-07-07,25.8,20.9,32,0,0,10.8,1014.8,25.1,19.9,30.9,9.3,1015.9,0.1,26.5,23.2,30.5,6.6,0,12.8,1013.7
2021-07-08,24.4,20.3,28.6,0,0,11.5,1012,24,20.9,28.9,9.5,1012.9,4.5,23.6,21.6,25.5,43.9,0,12.8,1010.7
2021-07-09,21.8,19.2,24.7,0,0,12.2,1015.7,21.1,16.9,22.9,10.6,1016,1.5,20.8,19.3,23.8,0,0,16,1014.4
2021-07-10,20.9,16.4,27,15.7,0,11.9,1015.3,19.7,14.9,25.6,8.1,1017,0,21,16,24.3,0,0,10.9,1017.5
2021-07-11,23.2,20.9,27.5,13.5,0,11.9,1011.5,22.2,19.9,24.9,10.4,1013.2,22.2,21.7,19.3,23.8,20.3,0,11.3,1013.8
2021-07-12,24.9,21.4,29.2,5.3,0,14.4,1016,23.3,20.9,26.9,8.6,1018.1,8.2,23.3,21.6,25.5,28.2,0,8.6,1017.1
2021-07-13,24,20.9,28.6,6.1,0,14,1018.6,22.4,19.9,25.9,10.3,1020,6.8,25.2,22.1,28.8,9.7,0,19.6,1017.5
2021-07-14,23.9,19.7,29.7,0,0,9,1021.3,23.1,19.9,27.9,8.2,1022.1,1.7,24.9,22.1,27.7,0,0,12.5,1019.7
2021-07-15,26.1,20.9,31.4,0,0,13.3,1018.1,23.7,18.9,29.9,10.2,1019.7,0.3,26.7,23.2,31.6,0,0,19,1016.3
2021-07-16,25.5,20.9,30.3,47.2,0,12.2,1015.8,22.6,19.9,28.9,10.4,1017.5,8.3,24.5,22.7,27.1,36.3,0,9,1015.6
2021-07-17,24.2,20.9,28.6,13,0,13.7,1016.5,22.1,16.9,25.9,10.5,1017.4,9,22,20.5,22.7,14.5,0,19,1016.2
2021-07-18,24,20.3,28.6,0,0,12.6,1020.7,20.2,14.9,25.9,6.1,1022.2,0,23.7,21.6,26,0,0,10.6,1020.8
2021-07-19,24.7,19.2,29.7,0,0,13,1019.2,21.1,14.9,26.9,6.8,1020.3,0.1,23.6,20.5,26,0,0,8.8,1019.1
2021-07-20,24.9,19.2,29.7,0,0,8.6,1016.6,21.9,15.9,27.9,6,1017.2,0.3,24.8,21.6,27.1,0,0,11.5,1015.2
2021-07-21,23.4,18.6,28.1,0,0,10.8,1017.4,20.9,15.9,24.9,11.2,1018,0.2,21.8,20.5,23.2,0,0,20.9,1017.3
2021-07-22,23.1,17.5,28.6,0,0,9,1021.7,18.1,10.9,24.9,6.2,1022.9,0,21.2,16.6,23.8,0,0,8.4,1022.3
2021-07-23,23.8,17.5,29.2,0,0,5,1020.7,19.7,13.9,25.9,4.9,1022.1,0,22.5,18.2,26,0,0,8.5,1021.3
2021-07-24,24.7,18.6,30.3,0,0,9.7,1016.3,22.3,15.9,28.9,7.8,1017.4,0,24.8,19.9,29.3,11.2,0,18.9,1014.7
2021-07-25,27.3,23.6,32,2,0,10.1,1012.9,24.6,20.9,29.9,8.1,1014,5.1,25.5,23.2,27.7,0.6,0,14,1011.7
2021-07-26,28.3,23.6,33.1,0,0,9.4,1014.5,24.4,17.9,29.9,7.7,1015.7,0,25.6,22.7,28.2,0,0,10,1014.4
2021-07-27,27,19.7,32,0,0,5.8,1016.6,22,13.9,29.9,5.6,1018,0,26.2,22.7,30.5,0,0,11.5,1015.7
2021-07-28,26.1,19.7,31.4,0,0,6.8,1016.9,22.4,14.9,29.9,6.9,1017.8,0.2,25.6,22.7,27.7,0,0,9.1,1015.9
2021-07-29,26.4,22,32,0,0,12.2,1013.9,22.4,17.9,30.9,9.9,1014.5,3.4,26.1,23.8,29.3,7.1,0,19.7,1010.8
2021-07-30,26.2,22,29.7,0,0,13.7,1015.4,23,19.9,26.9,11.2,1016.2,0,22.7,20.5,24.9,0,0,21,1015.7
2021-07-31,22.5,17.5,25.9,0,0,9,1015.8,21,17.9,25.1,7,1016.3,0,21.6,16.6,24.9,0,0,10.1,1015.7
2021-08-01,20.6,14.2,27.5,3.6,0,12.2,1014.2,18.9,14.9,24.9,9.2,1014.4,0.5,21.9,19.3,24.3,1.8,0,19,1011.9
2021-08-02,21,15.3,27.5,0,0,11.2,1018.4,17.5,10.9,24.9,8.8,1019.6,0,21.9,19.9,23.8,0,0,14.1,1018.8
2021-08-03,22.5,16.4,28.6,0,0,10.1,1017.4,18.1,10.9,25.9,6.8,1018.5,0,22,16.6,26,0,0,13,1018.8
2021-08-04,23,15.9,29.2,0,0,13.7,1017.9,19.2,12.9,26.9,6.3,1019,0.2,22.7,17.7,26,0,0,10.3,1019.2
2021-08-05,24.1,17.5,30.3,0,0,5.4,1018.7,20.7,13.9,27.9,4.5,1020.1,0.1,22.9,17.1,27.1,0,0,7.3,1019.6
2021-08-06,24.2,18.1,30.3,0,0,7.6,1018.4,21.8,15.9,27.9,9.3,1019.7,0.1,25.9,20.5,31.6,0,0,18.8,1017.8
2021-08-07,24.9,19.7,30.9,0,0,6.8,1016.9,22,16.9,27.9,7,1018.2,0,25.2,22.1,27.7,4,0,11.8,1015.9
2021-08-08,25.8,19.7,32.5,0,0,11.2,1016.1,23.1,16.9,29.9,6.7,1017.9,0.2,25.1,20.5,30.5,2.5,0,13.4,1016
2021-08-09,24.5,20.9,27.5,1.3,0,15.1,1016.1,22.8,19.9,28.9,9.7,1018,0,27.8,23.8,33.2,0,0,19,1015.9
2021-08-10,24.4,22.5,30.9,9.1,0,16.6,1016.7,23.9,19.9,27.9,12.2,1017.9,0.8,27,22.7,31.6,27.2,0,20,1013.9
2021-08-11,28.4,24.2,33.6,0,0,15.1,1015.8,26.3,21.9,30.9,11.2,1017.1,2.2,25.9,21.6,31,9.7,0,20.4,1013.6
2021-08-12,29,24.2,34.2,0,0,15.5,1016.1,26.2,21.9,31.9,11.7,1017.4,0,26.5,22.1,31.6,16,0,16.8,1013.9
2021-08-13,27.3,20.9,33.1,0,0,12.2,1017.7,23.5,19.9,31.9,10,1018.8,3.6,26,22.1,28.2,44.7,0,13.2,1016.2
2021-08-14,25,20.9,29.7,0,0,15.1,1020.7,22.6,19.9,26.9,10,1021.8,2.9,23.5,21.6,24.9,0,0,16.4,1021.6
2021-08-15,22.3,17.5,25.9,17.8,0,17.6,1020.2,19.9,15.9,22.9,8.7,1021.9,0.9,21.3,18.2,23.8,0,0,15.9,1023.1
2021-08-16,22.7,19.7,27.5,45.5,0,9,1017,20.8,17.9,24.9,5.3,1018.4,22.2,22.7,20.5,24.3,5.3,0,7.6,1018.3
2021-08-17,24.9,21.4,30.3,0,0,7.6,1015.9,22.7,19.9,26.9,6.9,1017.8,4.8,23.9,22.7,24.9,0,0,9.6,1017.7
2021-08-18,25.6,20.3,32,0,0,8.3,1017.5,23.8,20.9,29.9,10.6,1018,26.5,24.7,23.2,26.6,0,0,12.4,1017.7
2021-08-19,25.6,22,30.9,3.8,0,4.7,1017.9,22.1,18.9,26.9,3.6,1019.2,2.6,24.8,23.8,26.6,0,0,10.5,1017.9
2021-08-20,25.8,20.3,32,0,0,4.7,1014.6,22.1,15.9,29.9,6.4,1015.8,0,24.6,21,27.7,0,0,6.1,1015
2021-08-21,26.5,20.9,31.4,0,0,6.1,1011.9,22,14.9,29.9,4.8,1013.5,0,24,19.9,26.6,0,0,6.2,1012.6
2021-08-22,27.1,21.4,33.1,0,0,5.8,1013.4,23.3,15.9,30.3,4.6,1014.2,0,25.5,22.1,28.2,0,0,8,1013.1
2021-08-23,27.5,20.3,33.6,0,0,6.1,1014.6,24.4,16.9,31.9,8.3,1015.4,0.2,26.3,24.3,28.2,0,0,11.5,1013.5
2021-08-24,28.1,22,34.2,0,0,5,1016.2,24.8,17.9,31.9,5.9,1017.5,0,26.8,22.1,29.9,0,0,8.1,1015.6
2021-08-25,26.9,22,29.7,26.4,0,6.5,1018.6,23,19.9,29.9,7.7,1019.8,3.6,25.7,23.8,28.8,31.2,0,13.1,1018.1
2021-08-26,25.8,20.9,33.6,0,0,6.8,1020,23.9,18.9,31.9,6.5,1021,5.5,26.1,22.7,28.8,0,0,7.7,1019.4
2021-08-27,25.5,20.9,33.6,9.1,0,10.4,1019,24.4,17.9,31.9,5.9,1020.3,1.2,27,23.8,29.9,0,0,9.3,1018.8
2021-08-28,25.8,21.4,33.6,0,0,4.7,1020.4,24.8,19.9,31.9,6.4,1021.7,0.3,27.5,24.3,29.9,0,0,9.3,1019.7
2021-08-29,27.4,23.1,33.1,0,0,9.7,1018.5,24.7,20.9,31.9,8.2,1019.8,2.4,27.9,24.9,31,19,0,12.5,1017.2
2021-08-30,24.1,21.4,25.3,6.4,0,9.4,1014.8,23,19.9,26.9,8.3,1015.6,6,25.1,22.7,27.1,1.3,0,15.7,1013
2021-08-31,22.6,21.4,25.3,5.6,0,11.2,1008.7,21.5,19.9,24.9,6.3,1010.3,13.2,24.3,21.6,26.6,0,0,13.2,1009.9
2021-09-01,22.8,18.6,27.5,3,0,21.6,1008,20.7,16.9,25.9,15.4,1008.3,11.8,23.1,21.6,24.9,0,0,23,1009.4
2021-09-02,21.4,14.7,27,0,0,11.2,1017.1,17.6,11.9,24.9,8.5,1018,0,22.3,20.5,23.8,0,0,18.1,1017.4
2021-09-03,21.1,15.9,26.4,0,0,11.5,1018.7,16.7,9.9,24.9,6.2,1020.2,0,20.1,15.5,22.7,0,0,11.8,1020
2021-09-04,22.3,17.5,27.5,1.5,0,10.8,1014.6,19.2,11.9,25.9,7.8,1015.9,0.3,22,17.1,26.6,0.5,0,13.5,1014.9
2021-09-05,22.6,16.4,27,16,0,12.2,1011.3,20.2,14.9,25.9,11.9,1011.8,21.5,22.4,20.5,24.3,2.3,0,18.6,1009.1
2021-09-06,20.9,13.6,28.6,0,0,9,1014.5,19.4,11.9,26.9,10.8,1014.7,0,21.9,19.3,24.3,0,0,18.1,1012
2021-09-07,23.2,17.5,28.6,0,0,13.7,1013,21.9,16.9,27.9,10.6,1014,0,23.9,17.1,30.5,0,0,21.2,1010.6
2021-09-08,22.4,16.4,28.1,2,0,10.8,1009.2,19.3,13.9,24.9,9.2,1010,10.5,23.7,21,26,0,0,21.2,1006.6
2021-09-09,19.5,13.6,25.3,0,0,10.8,1013.4,16.3,9.9,23.9,10.3,1013.7,0.1,20.5,19.3,23.2,0,0,21.7,1011.7
2021-09-10,19.5,13.1,26.4,0,0,6.1,1018.6,15.2,7.9,23.9,5.5,1019.5,0,20.4,16.6,22.7,0,0,12.7,1017.9
2021-09-11,20.4,14.2,27,0,0,18.4,1019.1,18.2,10.9,25.9,9.5,1020.5,0,22.3,17.1,28.2,0,0,23.6,1017.4
2021-09-12,23.7,18.1,29.7,0,0,16.6,1019.8,23.9,17.9,28.9,18,1020.5,0,25.9,22.7,30.5,0,0,21,1015.6
2021-09-13,24.5,19.2,29.7,0,0,12.2,1019.5,23.6,19.9,28.9,10.5,1020.7,0,24.9,22.7,28.8,0,0,16.2,1017.4
2021-09-14,24.9,20.9,30.9,0,0,15.1,1014.5,24.1,17.9,30.9,11.1,1016,0.1,27.4,23.2,32.1,0,0,22.7,1012.5
2021-09-15,23.8,20.3,26.4,1,0,10.1,1013.7,20.5,16.9,22.9,8.2,1015.1,22,21.1,18.8,22.1,9.1,0,13.1,1013.8
2021-09-16,22.4,18.1,27.5,0,0,10.8,1017.9,19.3,15.9,24.9,6.7,1019.5,0.4,20.5,16,24.3,0,0,11.7,1019.9
2021-09-17,24.1,18.6,30.9,0.3,0,5.8,1018.9,21.1,14.9,29.9,5.9,1020,0,23.1,19.9,26.6,0,0,12.8,1019.5
2021-09-18,24.9,19.2,32,0,0,4.7,1019.3,21.7,15.9,30.9,5.4,1020.3,0,23,21.6,24.3,0,0,11.1,1020.1
2021-09-19,25.2,19.7,30.3,2.3,0,10.4,1018.8,22.2,13.9,30.9,7.7,1020.3,0,22.1,17.7,26,0,0,11.1,1021.1
2021-09-20,22.6,20.3,23.6,21.1,0,14.4,1017.8,22,17.9,25.9,8.4,1019.5,0.1,24.6,19.9,29.9,0,0,18.6,1018.6
2021-09-21,21.3,19.7,24.2,1,0,13.7,1016.8,20,17.9,23.8,9.9,1018.9,24.8,22.1,20.5,24.3,2,0,20.2,1018
2021-09-22,17.1,12,22,20.1,0,23.8,1012.2,15.3,10.9,18.9,14.5,1010.8,44,19.1,17.1,21.6,49,0,25.7,1008
2021-09-23,14.2,10.9,20.3,0.8,0,16.2,1013.9,12.6,9.9,16.9,15.4,1013.2,0.5,12.9,11,16.6,0.3,0,25.2,1007.7
2021-09-24,14.9,8.1,23.6,0,0,9.4,1018,13.9,5.9,21.9,9.2,1018.5,0,17,12.1,22.1,0,0,22.5,1014.8
2021-09-25,16.4,10.9,22,0,0,13,1016.8,13.4,7.9,20.9,9.8,1017.3,1.4,16.2,13.8,18.2,0,0,21.5,1014.5
2021-09-26,15.7,8.6,24.2,0,0,11.2,1018.4,14.2,5.9,22.9,10,1018.8,0,17.4,11.6,23.2,0,0,18.6,1014.8
2021-09-27,19.5,13.6,28.6,0,0,18.4,1014.7,18.7,10.9,27.9,13.8,1015.4,0,22.1,16.6,28.8,0,0,18,1010.5
2021-09-28,23,18.6,29.2,0,0,11.2,1013.4,21.3,14.9,25.9,12.9,1014.5,3,19.3,16.6,23.2,0,0,15.5,1013.4
2021-09-29,22.3,17,28.6,0,0,7.9,1016.5,16.4,9.9,25.9,6.7,1018.3,0,16.7,12.7,20.5,0,0,9.1,1018.6
2021-09-30,20.7,13.6,26.4,0,0,7.2,1020.6,14.1,6.9,24.9,6.9,1022.2,0,16.3,11.6,19.3,0,0,7.5,1022.6
2021-10-01,19.8,14.2,26.4,0,0,9,1022.7,13.4,5.9,24.9,6.2,1024.1,0,16.1,10.5,21.6,0,0,11.7,1024.2
2021-10-02,19.2,13.6,27,1,0,10.1,1019.1,15.9,5.9,25.9,8.3,1020.5,0,18.8,13.2,26,2.8,0,16.2,1019
2021-10-03,20.9,19.2,22.5,14,0,15.5,1012.9,18.9,16.9,21.9,9.5,1014.4,13.5,21.3,19.3,24.3,2.3,0,16,1011.7
2021-10-04,20.2,16.4,24.7,0,0,8.3,1013.2,18.1,14.9,21.9,7.5,1014.2,2.2,20.4,19.3,22.7,1.5,0,11,1012.3
2021-10-05,20.1,15.9,27,0,0,9,1018.9,17.6,12.9,26.9,6,1020.4,0.6,19.4,17.1,22.1,0,0,14.7,1021.1
2021-10-06,22.2,19.2,25.3,13.7,0,13,1021,20.3,16.9,26.9,7.7,1023,1.2,19.4,17.1,21.6,0,0,10.8,1024.5
2021-10-07,20.9,17.5,25.9,23.9,0,7.9,1019.5,19.8,16.9,23.9,9.9,1021.2,9.2,21.7,19.3,27.1,15,0,12.2,1021.6
2021-10-08,21.1,17.5,25.9,0,0,5.8,1016.7,18.9,15.9,23.9,7,1018,2.5,20.6,18.8,25.5,19,0,8.3,1017.5
2021-10-09,20.9,15.9,27,0,0,9.4,1015.3,18.6,15.9,24.9,7.8,1016.9,2.5,21.2,19.3,24.3,0,0,11.2,1015.5
2021-10-10,22.4,18.1,27.5,0,0,15.5,1013.5,20.1,15.9,25.9,10.4,1015.7,0,20.8,17.1,25.5,0,0,22.5,1014.6
2021-10-11,22.1,17.5,27,0,0,19.8,1011.5,20.7,15.9,26.9,8.9,1014,0,22.2,17.7,26.6,0,0,22.1,1013.1
2021-10-12,22,13.6,24.7,0,0,15.1,1013.6,20.2,15.9,25.9,11.2,1015,0.5,21.3,18.2,25.5,0,0,22.8,1013
2021-10-13,18,13.1,24.7,0.8,0,10.4,1016.4,16.7,10.9,22.9,5.9,1017.5,0,18.8,16,21.6,0,0,10.7,1015.8
2021-10-14,22.4,19.7,27,0,0,11.2,1014.2,20.9,16.9,26.9,8.2,1015.6,0,22.9,18.2,27.7,0,0,13.1,1013.3
2021-10-15,21.4,17.5,22,32.3,0,14.4,1010.4,20.1,17.9,22.9,9.1,1012,4.8,21.6,17.7,27.7,2.5,0,12.9,1009.8
2021-10-16,15.2,7.5,17.5,1,0,22.3,1014.7,13.5,10.9,17.9,16.7,1013.4,13.5,15.1,12.7,17.1,7.1,0,36.8,1009.5
2021-10-17,11.2,4.2,19.2,0,0,12.6,1020.3,10.8,5.9,17.9,15.5,1019.2,0,14,11,16.6,0.4,0,34.5,1015
2021-10-18,12.4,4.7,20.9,0,0,6.5,1021.1,11.2,2.9,19.9,10.3,1020.8,0,14.2,10.5,16,0,0,25.1,1018.1
2021-10-19,13.7,7,21.4,0,0,6.1,1021.8,11.4,2.9,20.9,7.3,1022.3,0,14.6,9.3,20.5,0,0,14.4,1019.6
2021-10-20,14.7,7.5,22,0,0,10.1,1020.7,12.9,5.9,21.9,9.5,1021.4,0,17,12.7,21,0,0,14.4,1018.9
2021-10-21,16.4,9.2,23.1,0.5,0,19.8,1014.3,14,9.9,19.9,15.3,1014.7,12,16.4,13.2,18.8,4.6,0,26.4,1011.2
2021-10-22,10.7,7,12.5,1,0,8.3,1016.8,10,8.9,10.9,7.7,1016.9,0.6,10.8,9.3,12.7,2.8,0,18.8,1015.2
2021-10-23,11.6,8.1,15.3,1,0,7.6,1016.8,11.3,9.9,14.9,8.9,1017,0.7,9.9,7.7,12.1,0.8,0,14,1015.8
2021-10-24,14.7,12,23.1,11.7,0,14,1013.3,12.9,10.9,17.9,7.7,1015.2,2.9,9.8,6.6,11.6,11.4,0,12.3,1015.9
2021-10-25,16.4,9.7,19.2,7.4,0,20.2,1007.4,14.8,10.9,18.9,17.5,1007.7,9.9,14.6,11.6,18.2,11.4,0,17.1,1006.2
2021-10-26,11,5.9,14.2,0,0,17.3,1015.4,8.6,4.9,11.9,16.6,1014.2,0.2,10.4,9.3,12.1,3.3,0,40.1,1011.6
2021-10-27,8.6,3.6,13.6,0,0,13,1015.1,6.4,0.9,9.9,7.8,1016,0,11.6,9.9,13.2,0.5,0,13.1,1015
2021-10-28,10.3,8.6,13.6,10.9,0,14.8,1003.2,11.8,7.9,17.9,10.7,1005.4,5.2,13.1,8.8,18.2,2.3,0,11.3,1007.7
2021-10-29,13.7,13.1,14.7,13.2,0,10.8,996.7,12.2,11.9,13.9,8.6,997,17.3,13.2,11.6,15.5,10.9,0,16.2,1000.1
2021-10-30,12.8,11.4,13.6,6.6,0,16.9,999,11.7,10.9,12.9,7.9,998.8,5.3,12.2,10.5,13.8,6.4,0,9.4,999.7
2021-10-31,12.5,8.6,17,0,0,16.6,1012.1,11.6,9.9,14.9,14.1,1011.4,0.1,12.9,11.6,14.3,0.5,0,30.2,1007.3
2021-11-01,9.3,3.1,13.1,0,0,11.2,1024.3,8.6,4.9,11.9,10.5,1023.8,0,9.8,8.8,11,0,0,31.3,1021.4
2021-11-02,6.8,0.3,9.7,0,0,11.5,1027,5.3,-0.1,8.9,10.9,1026.2,0,6.6,4.3,9.3,0.5,0,27.9,1023.8
2021-11-03,3.4,-2.4,10.3,0,0,3.2,1028.4,1.8,-3.1,7.9,5.9,1028.2,0,6.2,4.3,7.7,0,0,23.5,1027
2021-11-04,4.6,-0.7,10.9,0,0,5.4,1026.5,1.7,-3.1,9.9,6.4,1026.3,0,5.2,1.6,8.2,0,0,14.5,1026.5
2021-11-05,5.1,-0.2,12,0,0,6.1,1027.9,1.5,-4.1,9.9,7,1028.5,0,6.7,3.8,9.3,0,0,7.2,1028.6
2021-11-06,6.3,-1.3,14.7,0,0,3.2,1025.3,1.9,-5.1,12.9,5.3,1025.8,0,6.6,1.6,12.1,0,0,12.9,1025.8
2021-11-07,7.4,-0.2,17,0,0,3.6,1023.7,4.1,-3.1,15.9,5.9,1023.7,0,9.5,3.2,16,0,0,10.5,1022.1
2021-11-08,10.4,2,20.3,0,0,11.9,1023.7,8.2,-0.1,20.9,8.1,1024,0,14.1,7.1,21.6,0,0,18.4,1021.5
2021-11-09,12.5,4.2,19.2,0,0,11.2,1021.1,11.4,0.9,19.9,9.2,1021.3,0.9,12.8,10.5,14.3,0,0,11.2,1019.9
2021-11-10,14.2,8.1,20.3,0,0,9.7,1019.1,10.9,3.9,17.9,7.2,1020.6,0.9,11.6,9.9,13.2,0,0,11.7,1021.6
2021-11-11,13.5,6.4,19.2,18.5,0,18,1010.7,12.9,6.9,19.9,13,1012,9.5,14.7,9.9,21,9.9,0,22.8,1011.2
2021-11-12,7.4,2.5,11.4,1.3,0,19.8,1012.9,7.3,2.9,12.9,17.1,1013.3,4,9.6,6.6,13.2,0,0,25.1,1010.5
2021-11-13,3.2,1.4,4.7,0.3,0,14.4,1016.7,2.2,-0.1,3.9,17.3,1015.9,0.7,4.3,2.7,6.6,0.3,0,30.5,1011.4
2021-11-14,2.6,0.9,4.7,5.8,0,19.1,1013.1,1.8,0.9,2.9,16.7,1012.5,3.6,2.8,1,3.8,6.4,0,24.7,1009
2021-11-15,2.2,-1.8,5.9,0,0,13.7,1020.3,2.5,-0.1,4.9,17.8,1019.4,0.7,3.8,2.1,4.9,2.3,0,32.4,1015.2
2021-11-16,6,1.4,14.2,0,0,10.4,1018.2,5.5,0.9,11.9,7.1,1019.6,0.2,3.7,-0.1,6.6,0,0,12.8,1020.8
2021-11-17,15.7,13.6,20.3,0,0,24.1,1015.5,14.9,7.9,19.9,18.4,1017.1,0,14.3,6,19.3,0,0,29.8,1013.7
2021-11-18,10.1,0.3,18.1,8.9,0,22.3,1022.3,6.7,-0.1,16.9,20,1021.2,9.4,7.1,1.6,18.2,6.1,0,32.1,1017.6
2021-11-19,1.6,-3.5,5.9,0,0,9.4,1032.3,-0.1,-4.1,2.9,11,1032.2,0,2.6,0.5,5.5,0,0,24.6,1030.1
2021-11-20,3.8,-0.7,11.4,0,0,13,1026,2.5,-3.1,9.9,9,1026.8,0.4,4.1,-0.7,8.8,0,0,19.1,1026.7
2021-11-21,6.6,4.2,7.5,10.4,0,11.2,1019.7,3.9,-0.1,6.9,8.5,1020,12,6,3.2,7.7,2.3,0,17.6,1017.8
2021-11-22,3.6,-4,7,0,0,15.5,1021,1.4,-3.1,5.9,13.2,1019.8,0,3.1,1.6,7.7,0,0,34.4,1017.3
2021-11-23,-0.9,-6.8,5.9,0,0,8.6,1025,-1.4,-5.1,2.9,9.6,1024.3,0,1,-0.7,2.7,0,0,19,1022.8
2021-11-24,3.5,-1.8,13.1,0,0,17.6,1023,3.1,-3.1,8.9,10.4,1024.2,0,5.3,-0.7,10.5,0,0,22.8,1022.7
2021-11-25,9.3,2.5,11.4,3.8,0,21.2,1018.1,7.7,3.9,10.9,16.5,1017.7,9,8.1,5.5,10.5,11.9,0,22,1014.6
2021-11-26,1,-1.8,2.5,0,0,15.5,1021.6,-0.4,-5.1,2.9,18.7,1020.1,0.4,1.3,0.5,4.3,0.3,0,37.7,1016.4
2021-11-27,2.5,-1.3,8.6,0,0,12.6,1015.3,0.3,-5.1,3.9,8,1015.9,2.1,0.4,-0.7,2.1,5.8,0,18,1015.5
